station,date,qizm_sum,fx_dynamic,fx_fixed_20c,fx_primary_integrated_ambient,fx_secondary_integrated_ambient,fx_return_sink,t_sup_prim_c,t_amb_c
L4,2025-01-13,5841.39999999752,0.23627146203660718,0.18302620801899308,0.18526559648967997,0.13835448653978666,0.12257626550657261,85.72529393637882,0.893073578252617
L4,2025-01-14,6770.399999997608,0.23796367875401786,0.18392064972390657,0.18883348231525696,0.14417459854689377,0.11866295625585319,86.11002540469877,0.5818255937608054
L4,2025-01-15,6265.1666666697565,0.2433741089053476,0.18439024361993786,0.19466606200270994,0.1488770139491916,0.12110576010693426,86.43954771087823,-1.2011317602615257
L4,2025-01-16,6169.599999997445,0.23707998581144057,0.18145869824759348,0.1885105244152091,0.14443470243989087,0.11727742052561309,85.02935943983923,0.08330523858936507
L4,2025-01-17,5912.80000000188,0.240022489129679,0.1864853105592713,0.18825895320719416,0.14078956878260668,0.1247652031110813,87.22296915166996,0.7088797185766027
L4,2025-01-18,5795.300000008865,0.23941487667733566,0.18222850055160064,0.18953625637841515,0.14445116621516488,0.12051520528029533,85.35433437439607,-0.4999399513402409
L4,2025-01-19,6485.999999997148,0.24305971074834262,0.18618450910542952,0.1926273441511469,0.14675110251087542,0.12229449516125482,87.11662041320584,-0.488053654024231
L4,2025-01-20,6740.399999998772,0.24467276846834404,0.1886844887838254,0.19480465661548496,0.14953533224873647,0.12126283472772716,88.18571182719388,-0.23173224140943993
L4,2025-01-21,5863.800000002811,0.23150898139253193,0.18161279044750298,0.18165758634414936,0.13645973398921948,0.11933780629741633,85.06907739009121,2.118950168831026
L4,2025-01-22,5380.000000001019,0.2118979868522657,0.17043217408733305,0.16556759034366408,0.12402162783165976,0.10899763097702524,80.26252267657694,5.3397144981416735
L4,2025-01-23,5053.799999997864,0.20138298551261966,0.1661647848792733,0.1561654136225955,0.11580713559031755,0.10538069520707626,78.48267917211732,7.579777593099792
L4,2025-01-24,4821.400000000722,0.19656504467278427,0.16428419468970049,0.15161666767650264,0.11159954620468475,0.10407967767296689,77.64169992118532,8.670199527107057
L4,2025-01-25,5011.399999999412,0.19522841009866626,0.16086081549955758,0.1528272891935911,0.11546864525041156,0.09843714788371197,76.23506165942645,7.98981601947575
L4,2025-01-26,4633.400000002439,0.19343982265013523,0.1588375330184708,0.15084984465416587,0.11317632084312923,0.0987627117917425,75.4398558294035,7.907352699960419
L4,2025-01-27,3295.399999999063,0.19618919507413343,0.1629124237201688,0.15174447212013095,0.11203198379530911,0.10321857010441748,77.19675183588447,8.282132669780175
L4,2025-01-28,2850.2000000044063,0.19023179128959394,0.16142713621046675,0.14663119591394808,0.10800764718231087,0.10045526052254189,76.50596870394938,9.928936916710168
L4,2025-01-29,4419.999999998254,0.1784637151544162,0.15436388035407833,0.1370551614849558,0.10064753931281017,0.0944461781548405,73.54180271494046,11.636232579187602
L4,2025-01-30,2938.40000000273,0.1898184203320639,0.15793989126528793,0.14787431731924322,0.11076059650768258,0.09692668608498967,75.11559488155578,8.885863054723789
L4,2025-01-31,3715.3999999973166,0.1990471385444212,0.16475571771403902,0.15501977975145675,0.1159266273927516,0.10250113766654387,77.922177961992,7.939026753513004
L4,2025-02-01,4256.600000000617,0.19788843832755035,0.16038694572905676,0.15619111008972253,0.11958867546280773,0.09725192751859704,76.05744678852146,6.889709157544363
